Time,Driver,LapTime,NumberOfLaps,NumberOfPitStops,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound_ffill,Stint_ffill,TotalLaps,DriverNumber,DriverAbbreviation,Team,TrackTemp,AirTemp,Humidity,Rainfall,TrackStatus,Season,Race,Session,Circuit,OfficialEventName,LapTimeSeconds,TyreCompound,TyreAge,Stint,EstimatedFuelLoad_kg,Classification,UsedInModel,ClassificationReason,EstimatedFuelEffect_sec,EstimatedTrackEvoEffect_sec,EstimatedThermalEffect_sec,NormalisedLapTime_sec,Provenance,Stint_ID,StintBasePace_sec,EstimatedTyreDegradation_sec,NaiveRawStintDelta_sec
0 days 02:01:44.845000,11,0 days 00:01:26.456000,27,1,,,0 days 00:00:28.286000,0 days 00:00:29.542000,0 days 00:00:28.628000,0 days 02:00:46.675000,0 days 02:01:16.217000,0 days 02:01:44.845000,310.0,330.0,308.0,312.0,False,HARD,1.0,6.0,11,11,Red Bull Racing,43.0,29.9,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.456,HARD,6.0,1,51.47,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.699,-0.4,0.001,85.156,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,0.925,0.697
0 days 02:03:10.429000,11,0 days 00:01:25.584000,28,1,,,0 days 00:00:28.034000,0 days 00:00:29.580000,0 days 00:00:27.970000,0 days 02:02:12.879000,0 days 02:02:42.459000,0 days 02:03:10.429000,312.0,327.0,310.0,325.0,False,HARD,1.0,7.0,11,11,Red Bull Racing,43.3,29.9,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,85.584,HARD,7.0,1,49.41,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.631,-0.407,0.002,84.358,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,0.127,-0.175
0 days 02:04:36.035000,11,0 days 00:01:25.606000,29,1,,,0 days 00:00:28.122000,0 days 00:00:29.489000,0 days 00:00:27.995000,0 days 02:03:38.551000,0 days 02:04:08.040000,0 days 02:04:36.035000,313.0,330.0,312.0,328.0,False,HARD,1.0,8.0,11,11,Red Bull Racing,42.9,29.9,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,85.606,HARD,8.0,1,47.35,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.563,-0.413,0.001,84.455,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,0.224,-0.153
0 days 02:06:01.792000,11,0 days 00:01:25.757000,30,1,,,0 days 00:00:28.101000,0 days 00:00:29.752000,0 days 00:00:27.904000,0 days 02:05:04.136000,0 days 02:05:33.888000,0 days 02:06:01.792000,314.0,324.0,313.0,354.0,False,HARD,1.0,9.0,11,11,Red Bull Racing,42.5,29.7,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,85.757,HARD,9.0,1,45.29,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.495,-0.42,0.0,84.682,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,0.451,-0.002
0 days 02:07:28.207000,11,0 days 00:01:26.415000,31,1,,,0 days 00:00:27.825000,0 days 00:00:30.328000,0 days 00:00:28.262000,0 days 02:06:29.617000,0 days 02:06:59.945000,0 days 02:07:28.207000,322.0,324.0,314.0,351.0,False,HARD,1.0,10.0,11,11,Red Bull Racing,42.8,29.8,42.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.415,HARD,10.0,1,43.24,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.427,-0.426,0.001,85.413,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,1.182,0.656
0 days 02:08:54.087000,11,0 days 00:01:25.880000,32,1,,,0 days 00:00:28.166000,0 days 00:00:29.868000,0 days 00:00:27.846000,0 days 02:07:56.373000,0 days 02:08:26.241000,0 days 02:08:54.087000,308.0,308.0,309.0,331.0,False,HARD,1.0,11.0,11,11,Red Bull Racing,42.6,29.9,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,85.88,HARD,11.0,1,41.18,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.359,-0.432,0.0,84.953,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,0.722,0.121
0 days 02:10:20.107000,11,0 days 00:01:26.020000,33,1,,,0 days 00:00:28.422000,0 days 00:00:29.703000,0 days 00:00:27.895000,0 days 02:09:22.509000,0 days 02:09:52.212000,0 days 02:10:20.107000,310.0,309.0,309.0,306.0,False,HARD,1.0,12.0,11,11,Red Bull Racing,42.4,29.8,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.02,HARD,12.0,1,39.12,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.291,-0.437,0.0,85.166,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,0.935,0.261
0 days 02:11:46.055000,11,0 days 00:01:25.948000,34,1,,,0 days 00:00:28.323000,0 days 00:00:29.676000,0 days 00:00:27.949000,0 days 02:10:48.430000,0 days 02:11:18.106000,0 days 02:11:46.055000,309.0,314.0,309.0,308.0,False,HARD,1.0,13.0,11,11,Red Bull Racing,42.6,29.8,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,85.948,HARD,13.0,1,37.06,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.223,-0.442,0.0,85.167,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,0.936,0.189
0 days 02:13:11.706000,11,0 days 00:01:25.651000,35,1,,,0 days 00:00:28.180000,0 days 00:00:29.513000,0 days 00:00:27.958000,0 days 02:12:14.235000,0 days 02:12:43.748000,0 days 02:13:11.706000,314.0,314.0,309.0,313.0,False,HARD,1.0,14.0,11,11,Red Bull Racing,42.6,29.8,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,85.651,HARD,14.0,1,35.0,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.155,-0.447,0.0,84.943,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,0.712,-0.108
0 days 02:14:37.333000,11,0 days 00:01:25.627000,36,1,,,0 days 00:00:28.192000,0 days 00:00:29.540000,0 days 00:00:27.895000,0 days 02:13:39.898000,0 days 02:14:09.438000,0 days 02:14:37.333000,313.0,314.0,309.0,318.0,False,HARD,1.0,15.0,11,11,Red Bull Racing,42.5,30.0,43.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,85.627,HARD,15.0,1,32.94,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.087,-0.452,0.0,84.992,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,0.761,-0.132
0 days 02:16:03.090000,11,0 days 00:01:25.757000,37,1,,,0 days 00:00:28.168000,0 days 00:00:29.619000,0 days 00:00:27.970000,0 days 02:15:05.501000,0 days 02:15:35.120000,0 days 02:16:03.090000,315.0,314.0,311.0,316.0,False,HARD,1.0,16.0,11,11,Red Bull Racing,42.5,30.1,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,85.757,HARD,16.0,1,30.88,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.019,-0.457,0.0,85.195,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,0.964,-0.002
0 days 02:17:28.674000,11,0 days 00:01:25.584000,38,1,,,0 days 00:00:28.047000,0 days 00:00:29.518000,0 days 00:00:28.019000,0 days 02:16:31.137000,0 days 02:17:00.655000,0 days 02:17:28.674000,316.0,315.0,312.0,,False,HARD,1.0,17.0,11,11,Red Bull Racing,42.8,30.0,40.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,85.584,HARD,17.0,1,28.82,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.951,-0.461,0.001,85.093,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,0.862,-0.175
0 days 02:18:54.196000,11,0 days 00:01:25.522000,39,1,,,0 days 00:00:28.005000,0 days 00:00:29.530000,0 days 00:00:27.987000,0 days 02:17:56.679000,0 days 02:18:26.209000,0 days 02:18:54.196000,326.0,316.0,312.0,320.0,True,HARD,1.0,18.0,11,11,Red Bull Racing,42.6,30.0,40.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,85.522,HARD,18.0,1,26.76,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.883,-0.465,0.0,85.104,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,0.873,-0.237
0 days 02:20:19.822000,11,0 days 00:01:25.626000,40,1,,,0 days 00:00:28.096000,0 days 00:00:29.591000,0 days 00:00:27.939000,0 days 02:19:22.292000,0 days 02:19:51.883000,0 days 02:20:19.822000,314.0,330.0,313.0,323.0,False,HARD,1.0,19.0,11,11,Red Bull Racing,42.8,30.0,40.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,85.626,HARD,19.0,1,24.71,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.815,-0.469,0.001,85.279,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,1.048,-0.133
0 days 02:21:46.541000,11,0 days 00:01:26.719000,41,1,,,0 days 00:00:28.078000,0 days 00:00:30.539000,0 days 00:00:28.102000,0 days 02:20:47.900000,0 days 02:21:18.439000,0 days 02:21:46.541000,330.0,324.0,314.0,347.0,False,HARD,1.0,20.0,11,11,Red Bull Racing,42.9,30.2,40.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.719,HARD,20.0,1,22.65,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.747,-0.473,0.001,86.444,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,2.213,0.96
0 days 02:23:13.080000,11,0 days 00:01:26.539000,42,1,,,0 days 00:00:28.121000,0 days 00:00:30.276000,0 days 00:00:28.142000,0 days 02:22:14.662000,0 days 02:22:44.938000,0 days 02:23:13.080000,322.0,326.0,312.0,329.0,False,HARD,1.0,21.0,11,11,Red Bull Racing,42.5,30.3,39.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.539,HARD,21.0,1,20.59,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.679,-0.477,0.0,86.337,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,2.106,0.78
0 days 02:24:39.704000,11,0 days 00:01:26.624000,43,1,,,0 days 00:00:28.249000,0 days 00:00:30.205000,0 days 00:00:28.170000,0 days 02:23:41.329000,0 days 02:24:11.534000,0 days 02:24:39.704000,316.0,326.0,311.0,320.0,False,HARD,1.0,22.0,11,11,Red Bull Racing,42.5,30.1,39.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.624,HARD,22.0,1,18.53,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.611,-0.48,0.0,86.493,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,2.262,0.865
0 days 02:26:06.033000,11,0 days 00:01:26.329000,44,1,,,0 days 00:00:28.396000,0 days 00:00:29.943000,0 days 00:00:27.990000,0 days 02:25:08.100000,0 days 02:25:38.043000,0 days 02:26:06.033000,314.0,325.0,314.0,316.0,False,HARD,1.0,23.0,11,11,Red Bull Racing,41.7,30.0,40.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.329,HARD,23.0,1,16.47,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.544,-0.483,0.0,86.268,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,2.037,0.57
0 days 02:27:32.606000,11,0 days 00:01:26.573000,45,1,,,0 days 00:00:28.094000,0 days 00:00:30.365000,0 days 00:00:28.114000,0 days 02:26:34.127000,0 days 02:27:04.492000,0 days 02:27:32.606000,298.0,326.0,316.0,348.0,False,HARD,1.0,24.0,11,11,Red Bull Racing,41.7,30.0,40.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.573,HARD,24.0,1,14.41,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.476,-0.487,0.0,86.584,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,2.353,0.814
0 days 02:28:58.204000,11,0 days 00:01:25.598000,46,1,,,0 days 00:00:27.932000,0 days 00:00:29.663000,0 days 00:00:28.003000,0 days 02:28:00.538000,0 days 02:28:30.201000,0 days 02:28:58.204000,316.0,315.0,311.0,340.0,False,HARD,1.0,25.0,11,11,Red Bull Racing,41.8,30.0,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,85.598,HARD,25.0,1,12.35,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.408,-0.49,0.0,85.68,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,1.449,-0.161
0 days 02:30:24.680000,11,0 days 00:01:26.476000,47,1,,,0 days 00:00:28.289000,0 days 00:00:29.768000,0 days 00:00:28.419000,0 days 02:29:26.493000,0 days 02:29:56.261000,0 days 02:30:24.680000,315.0,315.0,310.0,314.0,False,HARD,1.0,26.0,11,11,Red Bull Racing,41.2,30.0,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.476,HARD,26.0,1,10.29,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.34,-0.492,0.001,86.627,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,2.396,0.717
0 days 02:31:50.788000,11,0 days 00:01:26.108000,48,1,,,0 days 00:00:28.253000,0 days 00:00:29.659000,0 days 00:00:28.196000,0 days 02:30:52.933000,0 days 02:31:22.592000,0 days 02:31:50.788000,316.0,316.0,310.0,317.0,False,HARD,1.0,27.0,11,11,Red Bull Racing,41.2,30.0,42.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.108,HARD,27.0,1,8.24,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.272,-0.495,0.001,86.33,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,2.099,0.349
0 days 02:33:16.794000,11,0 days 00:01:26.006000,49,1,,,0 days 00:00:28.272000,0 days 00:00:29.563000,0 days 00:00:28.171000,0 days 02:32:19.060000,0 days 02:32:48.623000,0 days 02:33:16.794000,314.0,315.0,310.0,312.0,False,HARD,1.0,28.0,11,11,Red Bull Racing,41.0,30.0,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.006,HARD,28.0,1,6.18,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.204,-0.498,0.001,86.299,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_11_s1,84.231,2.068,0.247
0 days 01:25:23.227000,14,0 days 00:01:28.012000,2,0,,,0 days 00:00:28.525000,0 days 00:00:30.380000,0 days 00:00:29.107000,0 days 01:24:23.748000,0 days 01:24:54.128000,0 days 01:25:23.235000,311.0,311.0,308.0,316.0,True,MEDIUM,0.0,2.0,14,14,Aston Martin,43.1,29.2,40.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,88.012,MEDIUM,2.0,0,102.94,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.397,-0.05,0.026,84.639,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.375,0.466
0 days 01:26:50.773000,14,0 days 00:01:27.546000,3,0,,,0 days 00:00:28.514000,0 days 00:00:30.136000,0 days 00:00:28.896000,0 days 01:25:51.749000,0 days 01:26:21.885000,0 days 01:26:50.781000,,328.0,308.0,312.0,True,MEDIUM,0.0,3.0,14,14,Aston Martin,43.2,29.4,39.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,87.546,MEDIUM,3.0,0,100.88,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.329,-0.074,0.027,84.264,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.0,0.0
0 days 01:28:17.994000,14,0 days 00:01:27.221000,4,0,,,0 days 00:00:28.200000,0 days 00:00:30.095000,0 days 00:00:28.926000,0 days 01:27:18.981000,0 days 01:27:49.076000,0 days 01:28:18.002000,315.0,329.0,309.0,325.0,True,MEDIUM,0.0,4.0,14,14,Aston Martin,43.1,29.5,40.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,87.221,MEDIUM,4.0,0,98.82,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.261,-0.096,0.026,84.03,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.0,-0.325
0 days 01:29:45.027000,14,0 days 00:01:27.033000,5,0,,,0 days 00:00:28.030000,0 days 00:00:30.158000,0 days 00:00:28.845000,0 days 01:28:46.032000,0 days 01:29:16.190000,0 days 01:29:45.035000,317.0,329.0,309.0,339.0,True,MEDIUM,0.0,5.0,14,14,Aston Martin,43.3,29.5,42.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,87.033,MEDIUM,5.0,0,96.76,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.193,-0.117,0.028,83.929,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.0,-0.513
0 days 01:31:12.202000,14,0 days 00:01:27.175000,6,0,,,0 days 00:00:28.048000,0 days 00:00:30.180000,0 days 00:00:28.947000,0 days 01:30:13.083000,0 days 01:30:43.263000,0 days 01:31:12.210000,318.0,326.0,309.0,334.0,False,MEDIUM,0.0,6.0,14,14,Aston Martin,43.4,29.7,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,87.175,MEDIUM,6.0,0,94.71,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.125,-0.138,0.029,84.159,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.0,-0.371
0 days 01:32:39.131000,14,0 days 00:01:26.929000,7,0,,,0 days 00:00:28.135000,0 days 00:00:29.944000,0 days 00:00:28.850000,0 days 01:31:40.345000,0 days 01:32:10.289000,0 days 01:32:39.139000,317.0,328.0,311.0,326.0,True,MEDIUM,0.0,7.0,14,14,Aston Martin,43.6,29.7,42.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.929,MEDIUM,7.0,0,92.65,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.057,-0.157,0.031,83.998,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.0,-0.617
0 days 01:34:06.074000,14,0 days 00:01:26.943000,8,0,,,0 days 00:00:27.890000,0 days 00:00:30.205000,0 days 00:00:28.848000,0 days 01:33:07.029000,0 days 01:33:37.234000,0 days 01:34:06.082000,313.0,312.0,306.0,351.0,False,MEDIUM,0.0,8.0,14,14,Aston Martin,43.6,29.7,43.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.943,MEDIUM,8.0,0,90.59,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.989,-0.175,0.031,84.098,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.0,-0.603
0 days 01:35:33.457000,14,0 days 00:01:27.383000,9,0,,,0 days 00:00:28.364000,0 days 00:00:30.033000,0 days 00:00:28.986000,0 days 01:34:34.446000,0 days 01:35:04.479000,0 days 01:35:33.465000,,311.0,306.0,317.0,False,MEDIUM,0.0,9.0,14,14,Aston Martin,44.1,29.8,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,87.383,MEDIUM,9.0,0,88.53,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.921,-0.193,0.037,84.618,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.354,-0.163
0 days 01:37:00.825000,14,0 days 00:01:27.368000,10,0,,,0 days 00:00:28.289000,0 days 00:00:30.065000,0 days 00:00:29.014000,0 days 01:36:01.754000,0 days 01:36:31.819000,0 days 01:37:00.833000,315.0,312.0,307.0,323.0,False,MEDIUM,0.0,10.0,14,14,Aston Martin,43.9,29.9,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,87.368,MEDIUM,10.0,0,86.47,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.854,-0.21,0.035,84.689,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.425,-0.178
0 days 01:38:28.168000,14,0 days 00:01:27.343000,11,0,,,0 days 00:00:28.230000,0 days 00:00:30.106000,0 days 00:00:29.007000,0 days 01:37:29.063000,0 days 01:37:59.169000,0 days 01:38:28.176000,317.0,314.0,307.0,316.0,False,MEDIUM,0.0,11.0,14,14,Aston Martin,43.9,29.9,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,87.343,MEDIUM,11.0,0,84.41,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.786,-0.226,0.035,84.748,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.484,-0.203
0 days 01:39:55.507000,14,0 days 00:01:27.339000,12,0,,,0 days 00:00:28.344000,0 days 00:00:30.153000,0 days 00:00:28.842000,0 days 01:38:56.520000,0 days 01:39:26.673000,0 days 01:39:55.515000,314.0,314.0,306.0,314.0,False,MEDIUM,0.0,12.0,14,14,Aston Martin,43.1,29.8,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,87.339,MEDIUM,12.0,0,82.35,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.718,-0.241,0.026,84.836,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.572,-0.207
0 days 01:41:22.665000,14,0 days 00:01:27.158000,13,0,,,0 days 00:00:28.219000,0 days 00:00:30.160000,0 days 00:00:28.779000,0 days 01:40:23.734000,0 days 01:40:53.894000,0 days 01:41:22.673000,,314.0,307.0,321.0,False,MEDIUM,0.0,13.0,14,14,Aston Martin,43.7,29.9,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,87.158,MEDIUM,13.0,0,80.29,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.65,-0.255,0.032,84.731,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.467,-0.388
0 days 01:42:50.272000,14,0 days 00:01:27.607000,14,0,,,0 days 00:00:28.743000,0 days 00:00:30.141000,0 days 00:00:28.723000,0 days 01:41:51.416000,0 days 01:42:21.557000,0 days 01:42:50.280000,315.0,312.0,307.0,323.0,False,MEDIUM,0.0,14.0,14,14,Aston Martin,43.7,30.0,42.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,87.607,MEDIUM,14.0,0,78.24,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.582,-0.269,0.032,85.262,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.998,0.061
0 days 01:44:17.201000,14,0 days 00:01:26.929000,15,0,,,0 days 00:00:28.120000,0 days 00:00:30.043000,0 days 00:00:28.766000,0 days 01:43:18.400000,0 days 01:43:48.443000,0 days 01:44:17.209000,318.0,316.0,306.0,325.0,False,MEDIUM,0.0,15.0,14,14,Aston Martin,43.5,30.0,42.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,86.929,MEDIUM,15.0,0,76.18,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.514,-0.282,0.03,84.667,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.403,-0.617
0 days 01:45:44.365000,14,0 days 00:01:27.164000,16,0,,,0 days 00:00:28.235000,0 days 00:00:30.255000,0 days 00:00:28.674000,0 days 01:44:45.444000,0 days 01:45:15.699000,0 days 01:45:44.373000,316.0,312.0,308.0,323.0,False,MEDIUM,0.0,16.0,14,14,Aston Martin,43.7,29.9,41.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,87.164,MEDIUM,16.0,0,74.12,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.446,-0.295,0.032,84.981,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.717,-0.382
0 days 01:47:11.521000,14,0 days 00:01:27.156000,17,0,,,0 days 00:00:28.169000,0 days 00:00:30.151000,0 days 00:00:28.836000,0 days 01:46:12.542000,0 days 01:46:42.693000,0 days 01:47:11.529000,317.0,312.0,306.0,,False,MEDIUM,0.0,17.0,14,14,Aston Martin,43.5,29.8,39.0,False,1,2023,2023-09-03_Italian_Grand_Prix,2023-09-03_Race,Monza,2023-09-03 Italian Grand Prix,87.156,MEDIUM,17.0,0,72.06,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.378,-0.307,0.03,85.055,FASTF1_CACHE_GROUNDED,2023_2023-09-03_Italian_Grand_Prix_14_s0,84.264,0.791,-0.39
