Time,Driver,LapTime,NumberOfLaps,NumberOfPitStops,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound_ffill,Stint_ffill,TotalLaps,DriverNumber,DriverAbbreviation,Team,TrackTemp,AirTemp,Humidity,Rainfall,TrackStatus,Season,Race,Session,Circuit,OfficialEventName,LapTimeSeconds,TyreCompound,TyreAge,Stint,EstimatedFuelLoad_kg,Classification,UsedInModel,ClassificationReason,EstimatedFuelEffect_sec,EstimatedTrackEvoEffect_sec,EstimatedThermalEffect_sec,NormalisedLapTime_sec,Provenance,Stint_ID,StintBasePace_sec,EstimatedTyreDegradation_sec,NaiveRawStintDelta_sec
0 days 01:05:53.220000,1,0 days 00:01:37.880000,2,0,,,0 days 00:00:31.285000,0 days 00:00:42.269000,0 days 00:00:24.326000,0 days 01:04:46.662000,0 days 01:05:28.931000,0 days 01:05:53.257000,,252.0,276.0,296.0,True,SOFT,0.0,5.0,1,1,Red Bull Racing,29.0,23.8,26.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,97.88,SOFT,5.0,0,103.16,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.404,-0.05,0.036,94.49,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s0,95.049,0.0,-0.477
0 days 01:07:31.577000,1,0 days 00:01:38.357000,3,0,,,0 days 00:00:31.499000,0 days 00:00:42.474000,0 days 00:00:24.384000,0 days 01:06:24.756000,0 days 01:07:07.230000,0 days 01:07:31.614000,229.0,254.0,276.0,294.0,False,SOFT,0.0,6.0,1,1,Red Bull Racing,28.8,23.8,29.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.357,SOFT,6.0,0,101.32,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.344,-0.074,0.038,95.049,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s0,95.049,0.0,0.0
0 days 01:09:10.143000,1,0 days 00:01:38.566000,4,0,,,0 days 00:00:31.342000,0 days 00:00:42.674000,0 days 00:00:24.550000,0 days 01:08:02.956000,0 days 01:08:45.630000,0 days 01:09:10.180000,231.0,250.0,276.0,297.0,False,SOFT,0.0,7.0,1,1,Red Bull Racing,28.7,23.8,31.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.566,SOFT,7.0,0,99.47,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.283,-0.096,0.04,95.339,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s0,95.049,0.29,0.209
0 days 01:10:49.020000,1,0 days 00:01:38.877000,5,0,,,0 days 00:00:31.498000,0 days 00:00:42.854000,0 days 00:00:24.525000,0 days 01:09:41.678000,0 days 01:10:24.532000,0 days 01:10:49.057000,229.0,256.0,276.0,293.0,False,SOFT,0.0,8.0,1,1,Red Bull Racing,28.5,23.8,33.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.877,SOFT,8.0,0,97.63,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.222,-0.117,0.042,95.73,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s0,95.049,0.681,0.52
0 days 01:12:27.960000,1,0 days 00:01:38.940000,6,0,,,0 days 00:00:31.572000,0 days 00:00:42.759000,0 days 00:00:24.609000,0 days 01:11:20.629000,0 days 01:12:03.388000,0 days 01:12:27.997000,,255.0,275.0,288.0,False,SOFT,0.0,9.0,1,1,Red Bull Racing,28.3,23.6,34.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.94,SOFT,9.0,0,95.79,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.161,-0.138,0.045,95.872,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s0,95.049,0.823,0.583
0 days 01:14:07.022000,1,0 days 00:01:39.062000,7,0,,,0 days 00:00:31.637000,0 days 00:00:42.845000,0 days 00:00:24.580000,0 days 01:12:59.634000,0 days 01:13:42.479000,0 days 01:14:07.059000,228.0,253.0,276.0,289.0,False,SOFT,0.0,10.0,1,1,Red Bull Racing,28.3,23.6,35.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.062,SOFT,10.0,0,93.95,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.1,-0.157,0.045,96.074,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s0,95.049,1.025,0.705
0 days 01:15:46.114000,1,0 days 00:01:39.092000,8,0,,,0 days 00:00:31.616000,0 days 00:00:42.875000,0 days 00:00:24.601000,0 days 01:14:38.675000,0 days 01:15:21.550000,0 days 01:15:46.151000,229.0,253.0,276.0,290.0,False,SOFT,0.0,11.0,1,1,Red Bull Racing,28.1,23.5,35.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.092,SOFT,11.0,0,92.11,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.04,-0.175,0.048,96.179,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s0,95.049,1.13,0.735
0 days 01:17:25.365000,1,0 days 00:01:39.251000,9,0,,,0 days 00:00:31.625000,0 days 00:00:42.957000,0 days 00:00:24.669000,0 days 01:16:17.776000,0 days 01:17:00.733000,0 days 01:17:25.402000,228.0,252.0,276.0,288.0,False,SOFT,0.0,12.0,1,1,Red Bull Racing,28.0,23.4,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.251,SOFT,12.0,0,90.26,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.979,-0.193,0.049,96.416,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s0,95.049,1.367,0.894
0 days 01:19:04.757000,1,0 days 00:01:39.392000,10,0,,,0 days 00:00:31.736000,0 days 00:00:43.051000,0 days 00:00:24.605000,0 days 01:17:57.138000,0 days 01:18:40.189000,0 days 01:19:04.794000,,248.0,275.0,,False,SOFT,0.0,13.0,1,1,Red Bull Racing,28.0,23.3,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.392,SOFT,13.0,0,88.42,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.918,-0.21,0.049,96.635,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s0,95.049,1.586,1.035
0 days 01:20:44.236000,1,0 days 00:01:39.479000,11,0,,,0 days 00:00:31.749000,0 days 00:00:43.090000,0 days 00:00:24.640000,0 days 01:19:36.543000,0 days 01:20:19.633000,0 days 01:20:44.273000,227.0,251.0,276.0,289.0,False,SOFT,0.0,14.0,1,1,Red Bull Racing,28.0,23.3,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.479,SOFT,14.0,0,86.58,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.857,-0.226,0.049,96.799,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s0,95.049,1.75,1.122
0 days 01:22:23.646000,1,0 days 00:01:39.410000,12,0,,,0 days 00:00:31.702000,0 days 00:00:43.076000,0 days 00:00:24.632000,0 days 01:21:15.975000,0 days 01:21:59.051000,0 days 01:22:23.683000,229.0,249.0,276.0,294.0,False,SOFT,0.0,15.0,1,1,Red Bull Racing,27.9,23.2,37.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.41,SOFT,15.0,0,84.74,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.796,-0.241,0.05,96.805,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s0,95.049,1.756,1.053
0 days 01:24:03.180000,1,0 days 00:01:39.534000,13,0,,,0 days 00:00:31.809000,0 days 00:00:43.082000,0 days 00:00:24.643000,0 days 01:22:55.492000,0 days 01:23:38.574000,0 days 01:24:03.217000,228.0,251.0,275.0,290.0,False,SOFT,0.0,16.0,1,1,Red Bull Racing,27.8,23.1,37.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.534,SOFT,16.0,0,82.89,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.735,-0.255,0.052,97.002,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s0,95.049,1.953,1.177
0 days 01:29:19.544000,1,0 days 00:01:36.905000,16,1,,,0 days 00:00:30.944000,0 days 00:00:41.970000,0 days 00:00:23.991000,0 days 01:28:13.620000,0 days 01:28:55.590000,0 days 01:29:19.581000,231.0,260.0,286.0,300.0,True,SOFT,1.0,2.0,1,1,Red Bull Racing,27.7,23.0,38.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,96.905,SOFT,2.0,1,77.37,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.553,-0.295,0.053,94.594,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,0.0,-0.682
0 days 01:30:57.131000,1,0 days 00:01:37.587000,17,1,,,0 days 00:00:30.898000,0 days 00:00:42.382000,0 days 00:00:24.307000,0 days 01:29:50.479000,0 days 01:30:32.861000,0 days 01:30:57.168000,233.0,258.0,286.0,313.0,False,SOFT,1.0,3.0,1,1,Red Bull Racing,27.8,23.0,38.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,97.587,SOFT,3.0,1,75.53,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.492,-0.307,0.052,95.35,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,0.0,0.0
0 days 01:32:34.848000,1,0 days 00:01:37.717000,18,1,,,0 days 00:00:30.951000,0 days 00:00:42.567000,0 days 00:00:24.199000,0 days 01:31:28.119000,0 days 01:32:10.686000,0 days 01:32:34.885000,228.0,259.0,286.0,327.0,False,SOFT,1.0,4.0,1,1,Red Bull Racing,27.9,22.9,38.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,97.717,SOFT,4.0,1,73.68,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.431,-0.318,0.05,95.554,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,0.204,0.13
0 days 01:34:12.576000,1,0 days 00:01:37.728000,19,1,,,0 days 00:00:31.192000,0 days 00:00:42.236000,0 days 00:00:24.300000,0 days 01:33:06.077000,0 days 01:33:48.313000,0 days 01:34:12.613000,229.0,261.0,278.0,,False,SOFT,1.0,5.0,1,1,Red Bull Racing,27.7,22.8,37.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,97.728,SOFT,5.0,1,71.84,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.371,-0.329,0.053,95.633,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,0.283,0.141
0 days 01:35:50.833000,1,0 days 00:01:38.257000,20,1,,,0 days 00:00:31.433000,0 days 00:00:42.521000,0 days 00:00:24.303000,0 days 01:34:44.046000,0 days 01:35:26.567000,0 days 01:35:50.870000,,254.0,278.0,286.0,False,SOFT,1.0,6.0,1,1,Red Bull Racing,27.7,22.7,38.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.257,SOFT,6.0,1,70.0,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.31,-0.339,0.053,96.233,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,0.883,0.67
0 days 01:37:29.127000,1,0 days 00:01:38.294000,21,1,,,0 days 00:00:31.331000,0 days 00:00:42.577000,0 days 00:00:24.386000,0 days 01:36:22.201000,0 days 01:37:04.778000,0 days 01:37:29.164000,230.0,249.0,278.0,282.0,False,SOFT,1.0,7.0,1,1,Red Bull Racing,27.6,22.8,37.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.294,SOFT,7.0,1,68.16,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.249,-0.349,0.055,96.339,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,0.989,0.707
0 days 01:39:07.370000,1,0 days 00:01:38.243000,22,1,,,0 days 00:00:31.350000,0 days 00:00:42.566000,0 days 00:00:24.327000,0 days 01:38:00.514000,0 days 01:38:43.080000,0 days 01:39:07.407000,,256.0,278.0,289.0,False,SOFT,1.0,8.0,1,1,Red Bull Racing,27.5,22.8,37.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.243,SOFT,8.0,1,66.32,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.189,-0.359,0.056,96.357,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,1.007,0.656
0 days 01:40:45.461000,1,0 days 00:01:38.091000,23,1,,,0 days 00:00:31.240000,0 days 00:00:42.458000,0 days 00:00:24.393000,0 days 01:39:38.647000,0 days 01:40:21.105000,0 days 01:40:45.498000,231.0,259.0,277.0,294.0,False,SOFT,1.0,9.0,1,1,Red Bull Racing,27.5,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.091,SOFT,9.0,1,64.47,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.128,-0.368,0.056,96.275,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,0.925,0.504
0 days 01:42:23.648000,1,0 days 00:01:38.187000,24,1,,,0 days 00:00:31.187000,0 days 00:00:42.582000,0 days 00:00:24.418000,0 days 01:41:16.685000,0 days 01:41:59.267000,0 days 01:42:23.685000,232.0,258.0,278.0,295.0,False,SOFT,1.0,10.0,1,1,Red Bull Racing,27.5,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.187,SOFT,10.0,1,62.63,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.067,-0.376,0.056,96.44,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,1.09,0.6
0 days 01:44:02.020000,1,0 days 00:01:38.372000,25,1,,,0 days 00:00:31.252000,0 days 00:00:42.743000,0 days 00:00:24.377000,0 days 01:42:54.937000,0 days 01:43:37.680000,0 days 01:44:02.057000,233.0,258.0,277.0,,False,SOFT,1.0,11.0,1,1,Red Bull Racing,27.4,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.372,SOFT,11.0,1,60.79,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.006,-0.384,0.058,96.692,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,1.342,0.785
0 days 01:45:40.496000,1,0 days 00:01:38.476000,26,1,,,0 days 00:00:31.444000,0 days 00:00:42.584000,0 days 00:00:24.448000,0 days 01:44:33.501000,0 days 01:45:16.085000,0 days 01:45:40.533000,,258.0,276.0,298.0,False,SOFT,1.0,12.0,1,1,Red Bull Racing,27.5,22.8,35.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.476,SOFT,12.0,1,58.95,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.945,-0.392,0.056,96.867,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,1.517,0.889
0 days 01:47:19.319000,1,0 days 00:01:38.823000,27,1,,,0 days 00:00:31.415000,0 days 00:00:42.870000,0 days 00:00:24.538000,0 days 01:46:11.948000,0 days 01:46:54.818000,0 days 01:47:19.356000,232.0,258.0,277.0,299.0,False,SOFT,1.0,13.0,1,1,Red Bull Racing,27.4,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.823,SOFT,13.0,1,57.11,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.885,-0.4,0.058,97.28,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,1.93,1.236
0 days 01:48:58.101000,1,0 days 00:01:38.782000,28,1,,,0 days 00:00:31.496000,0 days 00:00:42.824000,0 days 00:00:24.462000,0 days 01:47:50.852000,0 days 01:48:33.676000,0 days 01:48:58.138000,,259.0,278.0,298.0,False,SOFT,1.0,14.0,1,1,Red Bull Racing,27.4,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,98.782,SOFT,14.0,1,55.26,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.824,-0.407,0.058,97.307,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,1.957,1.195
0 days 01:50:37.485000,1,0 days 00:01:39.384000,29,1,,,0 days 00:00:31.569000,0 days 00:00:43.286000,0 days 00:00:24.529000,0 days 01:49:29.707000,0 days 01:50:12.993000,0 days 01:50:37.522000,,258.0,279.0,,False,SOFT,1.0,15.0,1,1,Red Bull Racing,27.3,22.9,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,99.384,SOFT,15.0,1,53.42,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.763,-0.413,0.059,97.975,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s1,95.35,2.625,1.797
0 days 01:55:52.788000,1,0 days 00:01:36.527000,32,2,,,0 days 00:00:30.783000,0 days 00:00:41.843000,0 days 00:00:23.901000,0 days 01:54:47.081000,0 days 01:55:28.924000,0 days 01:55:52.825000,234.0,251.0,281.0,294.0,True,MEDIUM,2.0,2.0,1,1,Red Bull Racing,27.3,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,96.527,MEDIUM,2.0,2,47.89,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.58,-0.432,0.114,95.265,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s2,95.248,0.017,0.143
0 days 01:57:29.135000,1,0 days 00:01:36.347000,33,2,,,0 days 00:00:30.817000,0 days 00:00:41.723000,0 days 00:00:23.807000,0 days 01:56:23.642000,0 days 01:57:05.365000,0 days 01:57:29.172000,229.0,263.0,281.0,299.0,True,MEDIUM,2.0,3.0,1,1,Red Bull Racing,27.2,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,96.347,MEDIUM,3.0,2,46.05,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.52,-0.437,0.117,95.147,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s2,95.248,0.0,-0.037
0 days 01:59:05.519000,1,0 days 00:01:36.384000,34,2,,,0 days 00:00:30.720000,0 days 00:00:41.701000,0 days 00:00:23.963000,0 days 01:57:59.892000,0 days 01:58:41.593000,0 days 01:59:05.556000,235.0,260.0,280.0,302.0,False,MEDIUM,2.0,4.0,1,1,Red Bull Racing,27.1,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,96.384,MEDIUM,4.0,2,44.21,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.459,-0.442,0.119,95.248,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s2,95.248,0.0,0.0
0 days 02:00:42.250000,1,0 days 00:01:36.731000,35,2,,,0 days 00:00:30.946000,0 days 00:00:41.892000,0 days 00:00:23.893000,0 days 01:59:36.502000,0 days 02:00:18.394000,0 days 02:00:42.287000,234.0,262.0,281.0,301.0,False,MEDIUM,2.0,5.0,1,1,Red Bull Racing,27.0,22.7,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,96.731,MEDIUM,5.0,2,42.37,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.398,-0.447,0.121,95.659,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s2,95.248,0.411,0.347
0 days 02:02:19.170000,1,0 days 00:01:36.920000,36,2,,,0 days 00:00:30.961000,0 days 00:00:41.889000,0 days 00:00:24.070000,0 days 02:01:13.248000,0 days 02:01:55.137000,0 days 02:02:19.207000,233.0,263.0,279.0,304.0,False,MEDIUM,2.0,6.0,1,1,Red Bull Racing,27.0,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,96.92,MEDIUM,6.0,2,40.53,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.337,-0.452,0.121,95.914,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s2,95.248,0.666,0.536
0 days 02:03:56.132000,1,0 days 00:01:36.962000,37,2,,,0 days 00:00:30.907000,0 days 00:00:42.037000,0 days 00:00:24.018000,0 days 02:02:50.114000,0 days 02:03:32.151000,0 days 02:03:56.169000,234.0,262.0,280.0,302.0,False,MEDIUM,2.0,7.0,1,1,Red Bull Racing,27.1,22.8,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,96.962,MEDIUM,7.0,2,38.68,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.276,-0.457,0.119,96.024,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s2,95.248,0.776,0.578
0 days 02:05:33.030000,1,0 days 00:01:36.898000,38,2,,,0 days 00:00:30.949000,0 days 00:00:41.961000,0 days 00:00:23.988000,0 days 02:04:27.118000,0 days 02:05:09.079000,0 days 02:05:33.067000,,265.0,281.0,304.0,False,MEDIUM,2.0,8.0,1,1,Red Bull Racing,27.0,22.8,35.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,96.898,MEDIUM,8.0,2,36.84,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.216,-0.461,0.121,96.022,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s2,95.248,0.774,0.514
0 days 02:07:10.285000,1,0 days 00:01:37.255000,39,2,,,0 days 00:00:31.111000,0 days 00:00:42.043000,0 days 00:00:24.101000,0 days 02:06:04.178000,0 days 02:06:46.221000,0 days 02:07:10.322000,,263.0,279.0,302.0,False,MEDIUM,2.0,9.0,1,1,Red Bull Racing,27.0,22.8,35.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,97.255,MEDIUM,9.0,2,35.0,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.155,-0.465,0.121,96.444,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s2,95.248,1.196,0.871
0 days 02:08:47.593000,1,0 days 00:01:37.308000,40,2,,,0 days 00:00:31.099000,0 days 00:00:42.070000,0 days 00:00:24.139000,0 days 02:07:41.421000,0 days 02:08:23.491000,0 days 02:08:47.630000,233.0,264.0,280.0,,False,MEDIUM,2.0,10.0,1,1,Red Bull Racing,26.9,22.7,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,97.308,MEDIUM,10.0,2,33.16,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.094,-0.469,0.123,96.56,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s2,95.248,1.312,0.924
0 days 02:10:24.877000,1,0 days 00:01:37.284000,41,2,,,0 days 00:00:31.044000,0 days 00:00:42.055000,0 days 00:00:24.185000,0 days 02:09:18.674000,0 days 02:10:00.729000,0 days 02:10:24.914000,234.0,263.0,280.0,,False,MEDIUM,2.0,11.0,1,1,Red Bull Racing,26.8,22.7,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,97.284,MEDIUM,11.0,2,31.32,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.034,-0.473,0.125,96.598,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s2,95.248,1.35,0.9
0 days 02:12:02.732000,1,0 days 00:01:37.855000,42,2,,,0 days 00:00:31.209000,0 days 00:00:42.500000,0 days 00:00:24.146000,0 days 02:10:56.123000,0 days 02:11:38.623000,0 days 02:12:02.769000,233.0,261.0,280.0,304.0,False,MEDIUM,2.0,12.0,1,1,Red Bull Racing,26.9,22.7,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,97.855,MEDIUM,12.0,2,29.47,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.973,-0.477,0.123,97.236,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s2,95.248,1.988,1.471
0 days 02:17:15.508000,1,0 days 00:01:35.747000,45,3,,,0 days 00:00:30.587000,0 days 00:00:41.430000,0 days 00:00:23.730000,0 days 02:16:10.385000,0 days 02:16:51.815000,0 days 02:17:15.545000,235.0,260.0,281.0,303.0,True,SOFT,3.0,5.0,1,1,Red Bull Racing,26.7,22.7,36.0,False,1,2022,2022-03-20_Bahrain_Grand_Prix,2022-03-20_Race,Sakhir,2022-03-20 Bahrain Grand Prix,95.747,SOFT,5.0,3,23.95,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.79,-0.487,0.069,95.375,FASTF1_CACHE_GROUNDED,2022_2022-03-20_Bahrain_Grand_Prix_1_s3,95.445,0.0,0.285
